COMMAND: D:\Games\piper_sim\.venv\Scripts\python.exe -B -m piper_rl.scripts.train --task human-aware --human-preset randomized --human-difficulty 1.0 --algo sac --timesteps 2000000 --n-envs 4 --seed 2 --run-name human_aware_random_full_s2 --out runs --eval-freq 20000 --n-eval-episodes 15 --checkpoint-freq 50000 --action-mode cartesian --device auto
Using cpu device

======================================================================
SAC  |  2,000,000 steps  |  4 env(s)  |  obs (64,)  |  act (5,)
run dir: runs\human_aware_random_full_s2
======================================================================

Logging to runs\human_aware_random_full_s2\tb\SAC_1
D:\Games\piper_sim\.venv\Lib\site-packages\stable_baselines3\common\callbacks.py:419: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.subproc_vec_env.SubprocVecEnv object at 0x000001FDDD553ED0> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001FDDD513350>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
---------------------------------------------
| rollout/                       |          |
|    proximity_steps             | 14.6     |
|    safety_clamped              | 104      |
|    success_rate                | 0.05     |
|    waiting_steps               | 8.74     |
| time/                          |          |
|    episodes                    | 390      |
|    fps                         | 42       |
|    time_elapsed                | 1116     |
|    total_timesteps             | 47264    |
| train/                         |          |
|    actor_loss                  | 6.18     |
|    critic_loss                 | 20.2     |
|    ent_coef                    | 0.0465   |
|    ent_coef_loss               | 0.102    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 42260    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.02     |
|    completion_time             | 5.86     |
|    ep_len                      | 117      |
|    episodes                    | 394      |
|    grasp_rate                  | 0.48     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 42       |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.149    |
|    near_misses                 | 0.38     |
|    place_err_mm                | 265      |
|    proximity_steps             | 15.3     |
|    safety_clamped              | 101      |
|    success_rate                | 0.04     |
|    waiting_steps               | 8.98     |
| train/                         |          |
|    actor_loss                  | 8.29     |
|    critic_loss                 | 42.2     |
|    ent_coef                    | 0.0475   |
|    ent_coef_loss               | 0.334    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 42996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.02     |
|    completion_time             | 5.88     |
|    ep_len                      | 118      |
|    ep_len_mean                 | 121      |
|    ep_rew_mean                 | -53.3    |
|    episodes                    | 399      |
|    grasp_rate                  | 0.48     |
|    human_collision_rate        | 0.28     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 47.8     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.133    |
|    near_misses                 | 0.46     |
|    place_err_mm                | 255      |
|    proximity_steps             | 17.9     |
|    safety_clamped              | 102      |
|    success_rate                | 0.06     |
|    waiting_steps               | 11       |
| time/                          |          |
|    episodes                    | 400      |
|    fps                         | 42       |
|    time_elapsed                | 1143     |
|    total_timesteps             | 48372    |
| train/                         |          |
|    actor_loss                  | 7.91     |
|    critic_loss                 | 24.6     |
|    ent_coef                    | 0.0469   |
|    ent_coef_loss               | 0.548    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 43368    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.02     |
|    completion_time             | 5.85     |
|    ep_len                      | 117      |
|    ep_len_mean                 | 121      |
|    ep_rew_mean                 | -56.1    |
|    episodes                    | 409      |
|    grasp_rate                  | 0.5      |
|    human_collision_rate        | 0.28     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 47.6     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.131    |
|    near_misses                 | 0.44     |
|    place_err_mm                | 263      |
|    proximity_steps             | 17.5     |
|    safety_clamped              | 102      |
|    success_rate                | 0.05     |
|    waiting_steps               | 10.2     |
